Station,Brand,Street,City,State,Regular_Price,Regular_Timestamp,Diesel_Price,Day_Type,Classification,Zip_Code
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950310,Turkey Hill,140 N WILKES BARRE BLVD,Wilkes Barre,PA,3.999,31MAR2026,5.999,Weekday,Urban,18773
VALLEY MARKET,CITGO,412 S MAIN ST,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
UNI-MART #04316,Unbranded,400 MARKET ST,Kingston,PA,3.999,31MAR2026,,Weekday,Urban,18773
US GAS,Unbranded,424 N PENNSYLVANIA AVE,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
HAZLEMART,Unbranded,532 HAZEL ST,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
VALERO,Valero,680 HAZLE ST,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950154,Turkey Hill,776 RUTTER AVE,Kingston,PA,3.999,30MAR2026,,Weekday,Urban,18773
HEFFONS MINI MART,Sunoco,215 UNION ST,Luzerne,PA,3.999,01APR2026,5.999,Weekday,Urban,18773
FORTY FORT LUBE & SERVICE,Unbranded,1097 WYOMING AVE,Kingston,PA,4.049,01APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950196,Turkey Hill,198 N PENNSYLVANIA AVE,Wilkes Barre,PA,4.099,01APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950192,Turkey Hill,358 PIERCE ST,Kingston,PA,4.099,01APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,366 WYOMING AVE,Kingston,PA,4.099,01APR2026,5.499,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950152,Turkey Hill,455 MAIN ST,Kingston,PA,4.099,01APR2026,,Weekday,Urban,18773
NEWMART,CITGO,699 MAIN ST,Plymouth,PA,4.099,01APR2026,,Weekday,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.099,01APR2026,,Weekday,Urban,18773
DONNAS CONVENIENCE,CITGO,240 S RIVER ST,Wilkes Barre,PA,4.159,01APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.189,01APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,01APR2026,,Weekday,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.199,01APR2026,5.999,Weekday,Urban,18773
SUNOCO,Sunoco,342 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.199,01APR2026,5.649,Weekday,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,01APR2026,,Weekday,Urban,18773
WAWA #8240,Wawa,932 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.199,01APR2026,5.999,Weekday,Urban,18773
CITGO,CITGO,1091 WILKES BARRE ST,Wilkes Barre,PA,4.199,01APR2026,,Weekday,Urban,18773
STAR,Unbranded,1100 S MAIN ST,Wilkes Barre,PA,4.199,01APR2026,,Weekday,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.199,01APR2026,5.899,Weekday,Urban,18773
Sams Club #8191,Sams Club,441 Wilkes Bar Twp Blvd,Wilkes Barre,PA,3.899,02APR2026,,Weekday,Urban,18773
US Gas,Unbranded,2 N Walnut St,Wilkes Barre,PA,3.949,01APR2026,,Weekday,Urban,18773
Paris Mart,Unbranded,465 Hazle St,Wilkes Barre,PA,3.979,02APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950310,Turkey Hill,140 N Wilkes Barre Blvd,Wilkes Barre,PA,3.999,31MAR2026,5.999,Weekday,Urban,18773
Uni-Mart #04316,Unbranded,400 Market St,Kingston,PA,3.999,02APR2026,,Weekday,Urban,18773
US Gas,Unbranded,424 N Pennsylvania,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 Hazle St,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950259,Turkey Hill,616 Hazle St,Wilkes Barre,PA,3.999,02APR2026,,Weekday,Urban,18773
Valero,Valero,680 Hazle St,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
Heffons Mini Mart,Sunoco,215 Union St,Luzerne,PA,3.999,02APR2026,5.999,Weekday,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 Wyoming Ave,Kingston,PA,4.049,02APR2026,,Weekday,Urban,18773
Save On Gas,CITGO,94 S Pennsylvania Ave,Wilkes Barre,PA,4.099,02APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950196,Turkey Hill,198 N Pennsylvania Ave,Wilkes Barre,PA,4.099,02APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,144 Academy St,Wilkes Barre,PA,4.099,02APR2026,,Weekday,Urban,18773
Valley Market,CITGO,412 S Main St,Wilkes Barre,PA,4.099,02APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950192,Turkey Hill,358 Pierce St,Kingston,PA,4.099,02APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950152,Turkey Hill,455 Main St,Kingston,PA,4.099,01APR2026,,Weekday,Urban,18773
Onvo Express,Onvo,890 Kidder St,Wilkes Barre,PA,4.099,02APR2026,5.899,Weekday,Urban,18773
Sunoco,Sunoco,973 Wyoming Ave,Kingston,PA,4.149,02APR2026,,Weekday,Urban,18773
Donnas Convenience,CITGO,240 S River St,Wilkes Barre,PA,4.159,02APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950158,Turkey Hill,1037 N Washington St,Wilkes Barre,PA,4.169,02APR2026,,Weekday,Urban,18773
Wawa #8240,Wawa,932 Wilkes Barre Township Blvd,Wilkes Barre,PA,4.179,02APR2026,6.299,Weekday,Urban,18773
Sunoco,Sunoco,581 Market St,Kingston,PA,4.199,02APR2026,,Weekday,Urban,18773
Sheetz #297,Sheetz,464 Wilkes Barre Township Blvd,Wilkes Barre,PA,4.199,02APR2026,6.299,Weekday,Urban,18773
Sunoco,Sunoco,342 Wilkes Barre Township Blvd,Wilkes Barre,PA,4.199,02APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,101 S Wyoming Ave,Kingston,PA,4.199,02APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,366 Wyoming Ave,Kingston,PA,4.199,02APR2026,5.499,Weekday,Urban,18773
CITGO,CITGO,1091 Wilkes Barre St,Wilkes Barre,PA,4.199,02APR2026,,Weekday,Urban,18773
Star,Unbranded,1100 S Main St,Wilkes Barre,PA,4.199,02APR2026,,Weekday,Urban,18773
Sheetz #780,Sheetz,815 Kidder St,Wilkes Barre,PA,4.199,02APR2026,6.299,Weekday,Urban,18773
Newmart,CITGO,699 Main St,Plymouth,PA,4.199,02APR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950153,Turkey Hill,632 Carey Ave,Wilkes Barre,PA,3.959,29MAR2026,,Weekday,Urban,18773
Turkey Hill Minit Market #950154,Turkey Hill,776 Rutter Ave,Kingston,PA,3.999,30MAR2026,,Weekday,Urban,18773
PARIS MART,Unbranded,465 HAZLE ST,Wilkes Barre,PA,3.979,02APR2026,,Weekday,Urban,18773
UNI-MART #04316,Unbranded,400 MARKET ST,Kingston,PA,3.999,02APR2026,,Weekday,Urban,18773
US GAS,Unbranded,424 N PENNSYLVANIA,Wilkes Barre,PA,3.999,03APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 HAZEL ST,Wilkes Barre,PA,3.999,01APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,3.999,03APR2026,,Weekday,Urban,18773
Valero,Valero,680 HAZLE ST,Wilkes Barre,PA,3.999,03APR2026,,Weekday,Urban,18773
SAMS CLUB #8191,Sams Club,441 WLKES BAR TWP BLVD,Wilkes Barre,PA,4.079,03APR2026,,Weekday,Urban,18773
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,4.099,03APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950196,Turkey Hill,198 N PENNSYLVANIA AVE,Wilkes Barre,PA,4.099,02APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950192,Turkey Hill,358 PIERCE ST,Kingston,PA,4.099,03APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950152,Turkey Hill,455 MAIN ST,Kingston,PA,4.099,01APR2026,,Weekday,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.099,03APR2026,6.099,Weekday,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 WYOMING AVE,Kingston,PA,4.099,03APR2026,,Weekday,Urban,18773
Valley Market,CITGO,412 S MAIN ST,Wilkes Barre,PA,4.149,03APR2026,,Weekday,Urban,18773
US GAS,Unbranded,2 N WALNUT ST,Wilkes Barre,PA,4.149,03APR2026,,Weekday,Urban,18773
DONNAS CONVENIENCE,CITGO,240 S RIVER ST,Wilkes Barre,PA,4.159,03APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950158,Turkey Hill,1037 N WASHINGTON ST,Wilkes Barre,PA,4.169,02APR2026,,Weekday,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.179,03APR2026,6.299,Weekday,Urban,18773
Wawa #8240,Wawa,932 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.179,03APR2026,6.299,Weekday,Urban,18773
CITGO,CITGO,1091 WILKES BARRE ST,Wilkes Barre,PA,4.179,03APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,144 ACADEMY ST,Wilkes Barre,PA,4.199,03APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,03APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,342 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.199,03APR2026,5.999,Weekday,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,03APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,366 WYOMING AVE,Kingston,PA,4.199,03APR2026,5.499,Weekday,Urban,18773
STAR,Unbranded,1100 S MAIN ST,Wilkes Barre,PA,4.199,02APR2026,,Weekday,Urban,18773
HEFFONS MINI MART,Sunoco,215 UNION ST,Luzerne,PA,4.199,03APR2026,5.999,Weekday,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.199,03APR2026,6.299,Weekday,Urban,18773
NEWMART,CITGO,699 MAIN ST,Plymouth,PA,4.199,02APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.249,03APR2026,,Weekday,Urban,18773
US GAS,Unbranded,424 N PENNSYLVANIA,Wilkes Barre,PA,3.999,03APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 HAZEL ST,Wilkes Barre,PA,3.999,04APR2026,,Weekend,Urban,18773
Valero,Valero,680 HAZLE ST,Wilkes Barre,PA,3.999,03APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,4.019,04APR2026,,Weekend,Urban,18773
TURKEY HILL MINIT MARKET #950310,Turkey Hill,140 N WILKES BARRE BLVD,Wilkes Barre,PA,4.049,04APR2026,6.299,Weekend,Urban,18773
SAMS CLUB #8191,Sams Club,441 WLKES BAR TWP BLVD,Wilkes Barre,PA,4.079,04APR2026,,Weekend,Urban,18773
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,4.099,04APR2026,,Weekend,Urban,18773
Valley Market,CITGO,412 S MAIN ST,Wilkes Barre,PA,4.099,05APR2026,,Weekend,Urban,18773
TURKEY HILL MINIT MARKET #950192,Turkey Hill,358 PIERCE ST,Kingston,PA,4.099,04APR2026,,Weekend,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.099,05APR2026,6.299,Weekend,Urban,18773
Wawa #8240,Wawa,932 wilkes barre township blvd,Wilkes Barre,PA,4.099,05APR2026,6.299,Weekend,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 WYOMING AVE,Kingston,PA,4.099,03APR2026,,Weekday,Urban,18773
US GAS,Unbranded,2 N WALNUT ST,Wilkes Barre,PA,4.149,03APR2026,,Weekday,Urban,18773
DONNAS CONVENIENCE,CITGO,240 S RIVER ST,Wilkes Barre,PA,4.159,04APR2026,,Weekend,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.159,05APR2026,6.299,Weekend,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.159,04APR2026,6.099,Weekend,Urban,18773
CITGO,CITGO,1091 WILKES BARRE ST,Wilkes Barre,PA,4.179,03APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,144 ACADEMY ST,Wilkes Barre,PA,4.199,04APR2026,,Weekend,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,05APR2026,,Weekend,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,05APR2026,,Weekend,Urban,18773
Sunoco,Sunoco,366 WYOMING AVE,Kingston,PA,4.199,04APR2026,5.499,Weekend,Urban,18773
STAR,Unbranded,1100 S MAIN ST,Wilkes Barre,PA,4.199,04APR2026,,Weekend,Urban,18773
TURKEY HILL MINIT MARKET #950158,Turkey Hill,1037 N WASHINGTON ST,Wilkes Barre,PA,4.199,04APR2026,,Weekend,Urban,18773
HEFFONS MINI MART,Sunoco,215 UNION ST,Luzerne,PA,4.199,05APR2026,5.999,Weekend,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.199,05APR2026,,Weekend,Urban,18773
NEWMART,CITGO,699 MAIN ST,Plymouth,PA,4.199,05APR2026,,Weekend,Urban,18773
SUNOCO,Sunoco,342 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.299,03APR2026,5.999,Weekday,Urban,18773
PARIS MART,Unbranded,465 HAZLE ST,Wilkes Barre,PA,3.999,06APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 HAZEL ST,Wilkes Barre,PA,3.999,04APR2026,,Weekend,Urban,18773
US GAS,Unbranded,2 N WALNUT ST,Wilkes Barre,PA,3.999,06APR2026,,Weekday,Urban,18773
Valero,Valero,680 HAZLE ST,Wilkes Barre,PA,3.999,06APR2026,,Weekday,Urban,18773
SAMS CLUB #8191,Sams Club,441 WLKES BAR TWP BLVD,Wilkes Barre,PA,4.079,04APR2026,,Weekend,Urban,18773
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,4.099,06APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950192,Turkey Hill,358 PIERCE ST,Kingston,PA,4.099,04APR2026,,Weekend,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 WYOMING AVE,Kingston,PA,4.099,06APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,4.159,06APR2026,,Weekday,Urban,18773
DONNAS CONVENIENCE,CITGO,240 S RIVER ST,Wilkes Barre,PA,4.159,06APR2026,,Weekday,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.159,06APR2026,6.099,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950310,Turkey Hill,140 N WILKES BARRE BLVD,Wilkes Barre,PA,4.199,06APR2026,6.299,Weekday,Urban,18773
SUNOCO,Sunoco,144 ACADEMY ST,Wilkes Barre,PA,4.199,06APR2026,,Weekday,Urban,18773
Valley Market,CITGO,412 S MAIN ST,Wilkes Barre,PA,4.199,06APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,06APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,06APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,366 WYOMING AVE,Kingston,PA,4.199,06APR2026,6.299,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950158,Turkey Hill,1037 N WASHINGTON ST,Wilkes Barre,PA,4.199,04APR2026,,Weekend,Urban,18773
HEFFONS MINI MART,Sunoco,215 UNION ST,Luzerne,PA,4.199,06APR2026,5.999,Weekday,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.199,06APR2026,,Weekday,Urban,18773
NEWMART,CITGO,699 MAIN ST,Plymouth,PA,4.199,05APR2026,,Weekend,Urban,18773
SUNOCO,Sunoco,342 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.299,06APR2026,5.999,Weekday,Urban,18773
CITGO,CITGO,1091 WILKES BARRE ST,Wilkes Barre,PA,4.379,06APR2026,,Weekday,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.399,06APR2026,6.299,Weekday,Urban,18773
Wawa #8240,Wawa,932 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.399,06APR2026,6.299,Weekday,Urban,18773
STAR,Unbranded,1100 S MAIN ST,Wilkes Barre,PA,4.399,06APR2026,,Weekday,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.399,06APR2026,6.299,Weekday,Urban,18773
UNI-MART #04316,Unbranded,400 MARKET ST,Kingston,PA,3.999,05APR2026,,Weekend,Urban,18773
PARIS MART,Unbranded,465 HAZLE ST,Wilkes Barre,PA,3.999,06APR2026,,Weekday,Urban,18773
US GAS,Unbranded,2 N WALNUT ST,Wilkes Barre,PA,3.999,06APR2026,,Weekday,Urban,18773
Valero,Valero,680 HAZLE ST,Wilkes Barre,PA,3.999,06APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950153,Turkey Hill,632 CAREY AVE,Wilkes Barre,PA,4.099,05APR2026,,Weekend,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 WYOMING AVE,Kingston,PA,4.099,07APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 HAZEL ST,Wilkes Barre,PA,4.139,07APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,4.139,07APR2026,,Weekday,Urban,18773
SAMS CLUB #8191,Sams Club,441 WLKES BAR TWP BLVD,Wilkes Barre,PA,4.159,07APR2026,,Weekday,Urban,18773
DONNAS CONVENIENCE,CITGO,240 S RIVER ST,Wilkes Barre,PA,4.159,07APR2026,5.999,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950154,Turkey Hill,776 RUTTER AVE,Kingston,PA,4.179,07APR2026,,Weekday,Urban,18773
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,4.199,07APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950310,Turkey Hill,140 N WILKES BARRE BLVD,Wilkes Barre,PA,4.199,07APR2026,6.299,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950196,Turkey Hill,198 N PENNSYLVANIA AVE,Wilkes Barre,PA,4.199,07APR2026,,Weekday,Urban,18773
Valley Market,CITGO,412 S MAIN ST,Wilkes Barre,PA,4.199,07APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,07APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,07APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,366 WYOMING AVE,Kingston,PA,4.199,07APR2026,6.299,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950152,Turkey Hill,455 MAIN ST,Kingston,PA,4.199,07APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.199,07APR2026,,Weekday,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.299,07APR2026,6.299,Weekday,Urban,18773
SUNOCO,Sunoco,342 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.299,07APR2026,5.999,Weekday,Urban,18773
Wawa #8240,Wawa,932 wilkes barre township blvd,Wilkes Barre,PA,4.299,07APR2026,6.299,Weekday,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.299,07APR2026,6.299,Weekday,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.299,07APR2026,6.099,Weekday,Urban,18773
CITGO,CITGO,1091 WILKES BARRE ST,Wilkes Barre,PA,4.379,07APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,144 ACADEMY ST,Wilkes Barre,PA,4.399,07APR2026,,Weekday,Urban,18773
STAR,Unbranded,1100 S MAIN ST,Wilkes Barre,PA,4.399,07APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950158,Turkey Hill,1037 N WASHINGTON ST,Wilkes Barre,PA,4.399,07APR2026,,Weekday,Urban,18773
HEFFONS MINI MART,Sunoco,215 UNION ST,Luzerne,PA,4.399,07APR2026,6.159,Weekday,Urban,18773
NEWMART,CITGO,699 MAIN ST,Plymouth,PA,4.399,07APR2026,,Weekday,Urban,18773
SAMS CLUB #8191,Sams Club,441 WLKES BAR TWP BLVD,Wilkes Barre,PA,4.119,09APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 HAZEL ST,Wilkes Barre,PA,4.139,07APR2026,,Weekday,Urban,18773
PARIS MART,Unbranded,465 HAZLE ST,Wilkes Barre,PA,4.159,08APR2026,,Weekday,Urban,18773
Wawa #8240,Wawa,932 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.179,09APR2026,6.259,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,4.179,09APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950154,Turkey Hill,776 RUTTER AVE,Kingston,PA,4.179,08APR2026,,Weekday,Urban,18773
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,4.199,09APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950310,Turkey Hill,140 N WILKES BARRE BLVD,Wilkes Barre,PA,4.199,09APR2026,6.299,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950196,Turkey Hill,198 N PENNSYLVANIA AVE,Wilkes Barre,PA,4.199,07APR2026,,Weekday,Urban,18773
Valley Market,CITGO,412 S MAIN ST,Wilkes Barre,PA,4.199,09APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,09APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,09APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,366 WYOMING AVE,Kingston,PA,4.199,09APR2026,6.299,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950152,Turkey Hill,455 MAIN ST,Kingston,PA,4.199,09APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.199,09APR2026,,Weekday,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 WYOMING AVE,Kingston,PA,4.199,09APR2026,,Weekday,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.239,09APR2026,6.099,Weekday,Urban,18773
US GAS,Unbranded,2 N WALNUT ST,Wilkes Barre,PA,4.249,08APR2026,,Weekday,Urban,18773
Valero,Valero,680 HAZLE ST,Wilkes Barre,PA,4.249,09APR2026,,Weekday,Urban,18773
DONNAS CONVENIENCE,CITGO,240 S RIVER ST,Wilkes Barre,PA,4.259,09APR2026,5.999,Weekday,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.299,09APR2026,6.259,Weekday,Urban,18773
SUNOCO,Sunoco,342 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.299,09APR2026,6.299,Weekday,Urban,18773
CITGO,CITGO,1091 WILKES BARRE ST,Wilkes Barre,PA,4.299,09APR2026,,Weekday,Urban,18773
STAR,Unbranded,1100 S MAIN ST,Wilkes Barre,PA,4.299,08APR2026,,Weekday,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.299,09APR2026,6.299,Weekday,Urban,18773
NEWMART,CITGO,699 MAIN ST,Plymouth,PA,4.299,09APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950158,Turkey Hill,1037 N WASHINGTON ST,Wilkes Barre,PA,4.319,09APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,144 ACADEMY ST,Wilkes Barre,PA,4.399,09APR2026,,Weekday,Urban,18773
HEFFONS MINI MART,Sunoco,215 UNION ST,Luzerne,PA,4.399,09APR2026,6.159,Weekday,Urban,18773
SAMS CLUB #8191,Sams Club,441 WLKES BAR TWP BLVD,Wilkes Barre,PA,4.119,10APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,973 WYOMING AVE,Kingston,PA,4.149,10APR2026,,Weekday,Urban,18773
Forty Fort Lube & Service,Unbranded,1097 WYOMING AVE,Kingston,PA,4.149,10APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950310,Turkey Hill,140 N WILKES BARRE BLVD,Wilkes Barre,PA,4.159,10APR2026,6.299,Weekday,Urban,18773
SHEETZ #297,Sheetz,464 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.159,10APR2026,6.199,Weekday,Urban,18773
PARIS MART,Unbranded,465 HAZLE ST,Wilkes Barre,PA,4.159,08APR2026,,Weekday,Urban,18773
HazleMart,Unbranded,532 HAZEL ST,Wilkes Barre,PA,4.159,10APR2026,,Weekday,Urban,18773
Wawa #8240,Wawa,932 WILKES BARRE TOWNSHIP BLVD,Wilkes Barre,PA,4.159,10APR2026,6.199,Weekday,Urban,18773
SHEETZ #780,Sheetz,815 KIDDER ST,Wilkes Barre,PA,4.169,10APR2026,6.299,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950259,Turkey Hill,616 HAZLE ST,Wilkes Barre,PA,4.179,09APR2026,,Weekday,Urban,18773
TURKEY HILL MINIT MARKET #950154,Turkey Hill,776 RUTTER AVE,Kingston,PA,4.179,08APR2026,,Weekday,Urban,18773
ONVO EXPRESS,Onvo,890 KIDDER ST,Wilkes Barre,PA,4.179,10APR2026,6.099,Weekday,Urban,18773
SAVE ON GAS,CITGO,94 S PENNSYLVANIA AVE,Wilkes Barre,PA,4.199,10APR2026,,Weekday,Urban,18773
Valley Market,CITGO,412 S MAIN ST,Wilkes Barre,PA,4.199,10APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,581 MARKET ST,Kingston,PA,4.199,10APR2026,,Weekday,Urban,18773
SUNOCO,Sunoco,101 S WYOMING AVE,Kingston,PA,4.199,10APR2026,,Weekday,Urban,18773
Sunoco,Sunoco,366 WYOMING AVE,Kingston,PA,4.199,10APR2026,6.299,Weekday,Urban,18773
